AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
17-01-2010,Night,West Virginia,Rainy,Fine,4,Weather Conditions
19-04-2013,Afternoon,Wyoming,Rainy,Fine,7,Poor Visibility
23-01-2020,Evening,New York,Foggy,Under Construction,1,Weather Conditions
09-10-2018,Afternoon,Michigan,Rainy,Fine,10,Distracted Driving
30-09-2009,Morning,Michigan,Rainy,Fine,2,Mechanical Failure
31-12-2019,Night,Iowa,Rainy,Under Construction,3,Poor Visibility
02-08-2015,Night,Minnesota,Rainy,Rough,9,Mechanical Failure
15-06-2001,Afternoon,New Mexico,Rainy,Rough,0,Reckless Driving
29-03-2023,Night,Louisiana,Clear,Under Construction,10,Reckless Driving
01-04-2015,Afternoon,Wyoming,Rainy,Rough,7,Drunk Driving
15-06-2003,Afternoon,New York,Rainy,Rough,4,Road Conditions
17-09-2005,Night,South Carolina,Rainy,Under Construction,6,Driver Fatigue
20-07-2000,Night,Florida,Clear,Rough,8,Distracted Driving
12-01-2010,Night,West Virginia,Clear,Under Construction,6,Weather Conditions
21-02-2020,Morning,New Mexico,Foggy,Fine,5,Weather Conditions
03-04-2001,Night,Arizona,Rainy,Rough,5,Road Conditions
29-09-2003,Morning,Florida,Foggy,Fine,4,Poor Visibility
22-06-2001,Night,Wisconsin,Rainy,Fine,2,Mechanical Failure
10-12-2008,Night,Montana,Foggy,Rough,5,Driver Fatigue
06-04-2005,Morning,Alaska,Foggy,Fine,8,Mechanical Failure
09-07-2000,Evening,Vermont,Clear,Under Construction,5,Distracted Driving
27-09-2000,Night,Wyoming,Clear,Fine,5,Speeding
22-11-2009,Afternoon,New Mexico,Clear,Fine,3,Drunk Driving
27-05-2011,Night,West Virginia,Rainy,Fine,5,Mechanical Failure
26-05-2023,Morning,Washington,Clear,Fine,9,Distracted Driving
10-08-2021,Evening,Ohio,Rainy,Fine,7,Weather Conditions
22-04-2009,Afternoon,Illinois,Foggy,Fine,1,Road Conditions
15-03-2000,Night,Arizona,Rainy,Rough,0,Reckless Driving
23-11-2011,Night,California,Clear,Fine,2,Poor Visibility
06-03-2003,Night,Indiana,Foggy,Rough,6,Reckless Driving
27-10-2020,Morning,Montana,Clear,Fine,4,Distracted Driving
07-09-2013,Night,Nevada,Foggy,Rough,4,Mechanical Failure
21-12-2020,Afternoon,Montana,Rainy,Fine,7,Weather Conditions
09-10-2007,Evening,Virginia,Rainy,Fine,3,Speeding
09-02-2019,Afternoon,Wyoming,Rainy,Under Construction,2,Weather Conditions
11-10-2016,Morning,Texas,Foggy,Under Construction,4,Reckless Driving
02-12-2020,Night,Iowa,Rainy,Rough,3,Reckless Driving
05-04-2009,Afternoon,Ohio,Rainy,Rough,2,Weather Conditions
25-02-2016,Morning,South Carolina,Foggy,Fine,8,Speeding
15-10-2021,Night,New Jersey,Clear,Rough,9,Reckless Driving
04-11-2013,Night,Florida,Foggy,Fine,6,Distracted Driving
03-05-2003,Morning,North Carolina,Foggy,Fine,8,Poor Visibility
14-01-2005,Night,Louisiana,Clear,Fine,4,Reckless Driving
15-07-2004,Morning,Alaska,Foggy,Rough,9,Driver Fatigue
26-07-2008,Night,Colorado,Foggy,Rough,9,Road Conditions
23-01-2018,Afternoon,Wisconsin,Foggy,Under Construction,10,Driver Fatigue
27-04-2013,Evening,New Jersey,Foggy,Fine,5,Mechanical Failure
20-12-2017,Night,New Mexico,Foggy,Rough,0,Weather Conditions
26-02-2016,Morning,Alaska,Foggy,Fine,3,Speeding
26-04-2023,Afternoon,Georgia,Clear,Rough,6,Drunk Driving
23-05-2013,Evening,Texas,Clear,Rough,10,Poor Visibility
07-02-2013,Night,Wisconsin,Clear,Rough,0,Driver Fatigue
17-03-2016,Morning,New Mexico,Clear,Under Construction,9,Driver Fatigue
23-05-2018,Night,New Jersey,Rainy,Fine,6,Reckless Driving
18-11-2003,Afternoon,Iowa,Rainy,Under Construction,9,Speeding
15-04-2008,Night,Indiana,Clear,Under Construction,8,Distracted Driving
22-11-2020,Afternoon,Alaska,Clear,Under Construction,4,Reckless Driving
06-05-2004,Night,Alaska,Foggy,Under Construction,8,Speeding
03-10-2015,Morning,Alaska,Rainy,Rough,2,Poor Visibility
02-01-2016,Afternoon,North Carolina,Foggy,Under Construction,0,Speeding
22-04-2018,Night,Alaska,Clear,Under Construction,1,Poor Visibility
27-07-2021,Afternoon,Colorado,Foggy,Rough,2,Poor Visibility
04-10-2017,Morning,Indiana,Rainy,Fine,7,Poor Visibility
09-06-2019,Morning,Arizona,Foggy,Rough,2,Drunk Driving
10-01-2007,Night,Texas,Rainy,Rough,6,Drunk Driving
29-08-2006,Night,North Carolina,Foggy,Under Construction,0,Speeding
27-05-2004,Morning,Wyoming,Clear,Fine,10,Driver Fatigue
24-08-2001,Morning,Florida,Foggy,Under Construction,8,Mechanical Failure
12-06-2013,Afternoon,Montana,Rainy,Rough,4,Poor Visibility
15-11-2005,Night,Nevada,Foggy,Fine,5,Driver Fatigue
16-11-2006,Afternoon,Nevada,Clear,Fine,4,Mechanical Failure
17-08-2004,Night,Minnesota,Foggy,Under Construction,8,Distracted Driving
02-02-2018,Night,Indiana,Clear,Under Construction,8,Distracted Driving
24-12-2005,Morning,California,Foggy,Rough,3,Road Conditions
11-06-2018,Evening,South Carolina,Rainy,Rough,8,Weather Conditions
18-10-2021,Evening,Nevada,Foggy,Fine,2,Distracted Driving
12-02-2013,Night,Alaska,Rainy,Rough,10,Drunk Driving
04-08-2004,Night,Washington,Clear,Under Construction,5,Mechanical Failure
11-04-2011,Night,Iowa,Clear,Rough,10,Driver Fatigue
08-07-2000,Evening,South Carolina,Foggy,Rough,0,Reckless Driving
25-02-2017,Morning,Florida,Foggy,Fine,3,Reckless Driving
08-12-2001,Night,Vermont,Clear,Fine,8,Poor Visibility
04-10-2021,Night,Iowa,Clear,Rough,7,Speeding
16-03-2008,Evening,Arizona,Foggy,Under Construction,7,Reckless Driving
10-10-2014,Evening,Wyoming,Foggy,Rough,0,Weather Conditions
29-09-2015,Evening,West Virginia,Clear,Rough,9,Poor Visibility
22-07-2010,Morning,Virginia,Rainy,Rough,5,Road Conditions
29-05-2004,Afternoon,South Carolina,Foggy,Fine,7,Distracted Driving
02-11-2023,Afternoon,Colorado,Rainy,Rough,6,Poor Visibility
20-09-2003,Afternoon,New York,Rainy,Under Construction,7,Distracted Driving
02-09-2009,Morning,Alaska,Foggy,Under Construction,6,Weather Conditions
12-06-2017,Night,Nevada,Rainy,Rough,4,Road Conditions
20-10-2002,Afternoon,New Jersey,Clear,Rough,4,Reckless Driving
23-04-2017,Morning,South Carolina,Clear,Under Construction,7,Distracted Driving
31-03-2018,Night,Montana,Rainy,Fine,1,Poor Visibility
06-05-2008,Evening,Alaska,Rainy,Rough,5,Poor Visibility
02-11-2015,Night,Ohio,Foggy,Under Construction,7,Driver Fatigue
29-04-2011,Night,West Virginia,Rainy,Rough,10,Reckless Driving
29-09-2013,Morning,Washington,Clear,Under Construction,3,Weather Conditions
18-05-2015,Night,Illinois,Rainy,Fine,2,Drunk Driving
24-07-2004,Afternoon,Florida,Foggy,Under Construction,4,Weather Conditions
17-08-2011,Afternoon,Nevada,Foggy,Fine,10,Reckless Driving
11-08-2019,Morning,Ohio,Clear,Rough,5,Speeding
24-05-2005,Afternoon,California,Clear,Under Construction,6,Driver Fatigue
19-07-2010,Night,New Mexico,Foggy,Under Construction,6,Distracted Driving
14-01-2003,Night,Washington,Rainy,Rough,6,Reckless Driving
13-07-2021,Night,Louisiana,Foggy,Fine,8,Poor Visibility
20-07-2005,Morning,Iowa,Rainy,Fine,1,Weather Conditions
14-02-2012,Night,Louisiana,Rainy,Fine,2,Driver Fatigue
15-02-2017,Afternoon,Vermont,Foggy,Under Construction,5,Drunk Driving
31-08-2004,Evening,Illinois,Clear,Fine,2,Weather Conditions
20-06-2006,Night,Illinois,Foggy,Under Construction,0,Poor Visibility
14-09-2008,Night,West Virginia,Rainy,Fine,4,Drunk Driving
10-06-2006,Night,South Carolina,Rainy,Rough,6,Road Conditions
20-10-2004,Evening,New Mexico,Foggy,Under Construction,5,Reckless Driving
26-12-2009,Afternoon,Indiana,Clear,Fine,4,Driver Fatigue
11-02-2001,Afternoon,Montana,Clear,Fine,4,Road Conditions
23-08-2013,Afternoon,Nevada,Rainy,Rough,3,Poor Visibility
28-10-2002,Night,Minnesota,Rainy,Fine,6,Poor Visibility
20-11-2004,Night,Arizona,Rainy,Rough,3,Distracted Driving
17-12-2017,Night,New York,Clear,Fine,1,Mechanical Failure
07-07-2015,Afternoon,Louisiana,Clear,Fine,0,Drunk Driving
16-08-2006,Afternoon,New Mexico,Rainy,Under Construction,5,Poor Visibility
27-05-2015,Night,Vermont,Rainy,Rough,4,Mechanical Failure
01-08-2018,Morning,Minnesota,Clear,Fine,8,Mechanical Failure
22-04-2004,Evening,Nevada,Rainy,Under Construction,1,Driver Fatigue
23-01-2004,Afternoon,New Mexico,Rainy,Rough,6,Reckless Driving
04-01-2004,Afternoon,Pennsylvania,Rainy,Under Construction,10,Reckless Driving
26-07-2013,Night,Illinois,Rainy,Rough,0,Poor Visibility
12-09-2000,Night,Ohio,Clear,Rough,10,Poor Visibility
05-06-2017,Night,Texas,Rainy,Rough,10,Reckless Driving
04-03-2009,Evening,West Virginia,Foggy,Under Construction,8,Drunk Driving
02-12-2022,Afternoon,North Carolina,Rainy,Rough,7,Road Conditions
29-11-2013,Night,Iowa,Clear,Under Construction,10,Driver Fatigue
25-12-2015,Afternoon,Pennsylvania,Foggy,Fine,0,Road Conditions
02-09-2004,Afternoon,South Carolina,Foggy,Under Construction,3,Mechanical Failure
09-04-2002,Morning,Nevada,Foggy,Rough,5,Weather Conditions
28-10-2007,Afternoon,Illinois,Rainy,Rough,3,Road Conditions
20-11-2021,Morning,Indiana,Rainy,Fine,5,Road Conditions
19-01-2008,Evening,Virginia,Clear,Rough,3,Mechanical Failure
18-04-2008,Morning,Illinois,Rainy,Rough,1,Poor Visibility
11-10-2017,Afternoon,Louisiana,Foggy,Rough,0,Mechanical Failure
14-04-2007,Afternoon,Nevada,Rainy,Rough,3,Road Conditions
08-12-2019,Evening,Minnesota,Rainy,Rough,5,Drunk Driving
12-02-2016,Evening,Michigan,Foggy,Rough,3,Poor Visibility
08-12-2017,Afternoon,Vermont,Foggy,Under Construction,0,Distracted Driving
26-11-2018,Morning,Montana,Clear,Rough,0,Distracted Driving
21-10-2022,Night,Colorado,Rainy,Under Construction,10,Road Conditions
11-05-2005,Night,Texas,Clear,Rough,6,Poor Visibility
16-08-2006,Evening,West Virginia,Clear,Under Construction,0,Distracted Driving
25-11-2000,Evening,Montana,Foggy,Under Construction,8,Mechanical Failure
21-02-2003,Morning,New Mexico,Rainy,Rough,4,Weather Conditions
08-01-2002,Afternoon,West Virginia,Foggy,Rough,7,Driver Fatigue
27-08-2000,Night,Alaska,Clear,Fine,2,Speeding
27-06-2019,Evening,Pennsylvania,Foggy,Rough,9,Poor Visibility
10-10-2007,Evening,California,Clear,Rough,0,Driver Fatigue
07-06-2018,Afternoon,New York,Foggy,Under Construction,4,Weather Conditions
18-07-2014,Night,Iowa,Rainy,Rough,0,Mechanical Failure
19-04-2014,Night,Indiana,Rainy,Fine,10,Reckless Driving
03-12-2002,Night,Illinois,Clear,Rough,4,Driver Fatigue
06-09-2003,Night,New Jersey,Rainy,Under Construction,3,Mechanical Failure
31-07-2008,Night,Florida,Rainy,Fine,10,Road Conditions
17-05-2013,Evening,Iowa,Clear,Fine,2,Road Conditions
22-04-2011,Evening,Montana,Foggy,Rough,0,Drunk Driving
05-02-2020,Night,Virginia,Rainy,Rough,0,Road Conditions
12-04-2014,Morning,California,Rainy,Under Construction,10,Speeding
06-01-2007,Afternoon,Vermont,Rainy,Fine,2,Poor Visibility
01-10-2016,Evening,Florida,Clear,Under Construction,9,Drunk Driving
14-05-2005,Evening,North Carolina,Clear,Fine,10,Weather Conditions
27-08-2013,Evening,North Carolina,Clear,Rough,6,Poor Visibility
15-03-2015,Morning,Nevada,Foggy,Rough,10,Reckless Driving
31-03-2012,Evening,Illinois,Foggy,Under Construction,9,Poor Visibility
01-05-2016,Morning,Wisconsin,Rainy,Fine,10,Speeding
03-12-2014,Afternoon,New York,Foggy,Rough,4,Weather Conditions
05-02-2007,Afternoon,Wyoming,Rainy,Fine,5,Driver Fatigue
26-09-2014,Morning,Texas,Rainy,Fine,5,Speeding
06-12-2007,Evening,Texas,Clear,Rough,0,Poor Visibility
21-10-2000,Morning,Minnesota,Clear,Under Construction,4,Reckless Driving
20-12-2019,Night,Vermont,Clear,Rough,3,Speeding
27-03-2008,Afternoon,Illinois,Rainy,Under Construction,7,Road Conditions
01-11-2001,Afternoon,Illinois,Rainy,Under Construction,4,Road Conditions
16-12-2002,Morning,Montana,Clear,Under Construction,3,Speeding
27-07-2018,Night,Illinois,Foggy,Under Construction,0,Speeding
06-05-2019,Evening,Pennsylvania,Foggy,Under Construction,7,Speeding
26-11-2003,Afternoon,North Carolina,Foggy,Under Construction,4,Drunk Driving
15-12-2023,Morning,Wisconsin,Clear,Under Construction,9,Distracted Driving
24-06-2016,Night,Ohio,Foggy,Rough,7,Distracted Driving
27-04-2008,Night,Virginia,Foggy,Rough,5,Distracted Driving
05-05-2005,Afternoon,Alaska,Rainy,Fine,3,Road Conditions
22-09-2011,Afternoon,Montana,Clear,Under Construction,7,Road Conditions
14-02-2020,Evening,Michigan,Foggy,Under Construction,5,Driver Fatigue
21-02-2019,Morning,Minnesota,Rainy,Rough,5,Reckless Driving
29-08-2008,Morning,Pennsylvania,Clear,Rough,4,Poor Visibility
02-01-2018,Afternoon,Colorado,Rainy,Rough,6,Mechanical Failure
03-02-2021,Morning,Ohio,Clear,Under Construction,9,Driver Fatigue
29-08-2019,Morning,Ohio,Rainy,Rough,8,Distracted Driving
26-11-2010,Morning,New Jersey,Rainy,Under Construction,7,Driver Fatigue
23-07-2021,Night,New Jersey,Foggy,Fine,10,Weather Conditions
07-02-2003,Night,Pennsylvania,Clear,Fine,6,Road Conditions
16-02-2007,Afternoon,Wyoming,Foggy,Rough,9,Distracted Driving
18-10-2001,Evening,Iowa,Rainy,Under Construction,5,Mechanical Failure
07-03-2006,Night,Georgia,Clear,Fine,3,Weather Conditions
28-05-2023,Night,Pennsylvania,Clear,Under Construction,0,Driver Fatigue
22-11-2006,Morning,Alaska,Rainy,Fine,9,Road Conditions
29-12-2012,Morning,Washington,Clear,Rough,7,Road Conditions
26-06-2019,Night,Georgia,Clear,Fine,2,Reckless Driving
18-10-2004,Afternoon,California,Clear,Rough,8,Poor Visibility
16-01-2012,Evening,Texas,Rainy,Under Construction,3,Drunk Driving
10-02-2009,Night,Ohio,Foggy,Under Construction,8,Poor Visibility
04-05-2003,Night,West Virginia,Clear,Rough,7,Drunk Driving
27-06-2022,Morning,Nevada,Clear,Fine,10,Drunk Driving
08-03-2015,Morning,Montana,Foggy,Rough,2,Weather Conditions
26-12-2000,Night,Texas,Clear,Fine,2,Mechanical Failure
15-11-2006,Morning,California,Rainy,Under Construction,8,Weather Conditions
20-01-2006,Afternoon,Colorado,Foggy,Fine,4,Speeding
23-10-2002,Evening,West Virginia,Foggy,Fine,2,Speeding
26-10-2020,Afternoon,South Carolina,Rainy,Rough,0,Reckless Driving
07-08-2013,Afternoon,California,Foggy,Fine,8,Road Conditions
17-08-2003,Night,Indiana,Foggy,Under Construction,2,Poor Visibility
28-01-2012,Morning,New Jersey,Rainy,Rough,5,Mechanical Failure
25-04-2016,Night,Vermont,Rainy,Rough,10,Speeding
19-10-2001,Evening,Pennsylvania,Foggy,Under Construction,1,Reckless Driving
21-12-2014,Night,Washington,Foggy,Under Construction,1,Mechanical Failure
03-10-2005,Afternoon,Texas,Clear,Under Construction,9,Speeding
07-10-2020,Morning,Wisconsin,Rainy,Fine,9,Weather Conditions
16-05-2005,Night,Virginia,Rainy,Under Construction,2,Road Conditions
11-02-2004,Night,North Carolina,Foggy,Under Construction,10,Drunk Driving
05-04-2002,Evening,Virginia,Rainy,Rough,10,Driver Fatigue
21-10-2006,Evening,Louisiana,Clear,Fine,4,Mechanical Failure
26-05-2000,Morning,Indiana,Rainy,Rough,9,Reckless Driving
24-04-2008,Morning,Louisiana,Clear,Under Construction,1,Mechanical Failure
20-11-2022,Afternoon,Wyoming,Foggy,Rough,2,Poor Visibility
02-06-2004,Evening,California,Foggy,Fine,5,Mechanical Failure
25-10-2018,Afternoon,New York,Foggy,Rough,3,Speeding
15-10-2001,Afternoon,New York,Foggy,Fine,8,Weather Conditions
12-10-2021,Afternoon,Florida,Clear,Fine,0,Driver Fatigue
24-02-2018,Morning,West Virginia,Clear,Fine,10,Distracted Driving
29-01-2023,Night,Wyoming,Foggy,Fine,2,Poor Visibility
28-04-2008,Afternoon,South Carolina,Clear,Fine,1,Drunk Driving
25-08-2002,Evening,Arizona,Foggy,Fine,10,Speeding
23-02-2021,Night,Florida,Clear,Under Construction,4,Drunk Driving
23-01-2011,Morning,Virginia,Rainy,Under Construction,4,Poor Visibility
04-09-2003,Afternoon,Minnesota,Clear,Rough,8,Distracted Driving
20-03-2023,Morning,Wisconsin,Clear,Under Construction,9,Poor Visibility
27-08-2020,Night,Michigan,Rainy,Fine,7,Speeding
19-11-2003,Morning,California,Clear,Fine,8,Reckless Driving
01-08-2000,Night,Colorado,Rainy,Fine,3,Poor Visibility
05-01-2023,Night,Washington,Foggy,Rough,4,Speeding
21-09-2018,Night,Michigan,Rainy,Fine,10,Distracted Driving
27-02-2004,Morning,Illinois,Clear,Fine,2,Weather Conditions
08-04-2015,Morning,Ohio,Foggy,Fine,9,Reckless Driving
03-12-2007,Morning,Vermont,Rainy,Under Construction,7,Drunk Driving
27-02-2011,Afternoon,Louisiana,Rainy,Fine,6,Drunk Driving
04-08-2016,Night,Ohio,Rainy,Rough,1,Drunk Driving
05-10-2020,Night,New Mexico,Foggy,Under Construction,0,Drunk Driving
23-07-2018,Morning,Georgia,Foggy,Rough,8,Weather Conditions
12-09-2016,Morning,Ohio,Rainy,Fine,4,Weather Conditions
10-10-2023,Afternoon,Minnesota,Foggy,Fine,7,Reckless Driving
21-05-2005,Night,Alaska,Rainy,Rough,0,Weather Conditions
03-01-2014,Night,Virginia,Clear,Rough,3,Speeding
16-11-2004,Night,Indiana,Rainy,Fine,7,Weather Conditions
17-09-2023,Afternoon,West Virginia,Foggy,Rough,6,Driver Fatigue
02-09-2015,Morning,Iowa,Foggy,Under Construction,8,Driver Fatigue
03-09-2014,Afternoon,Georgia,Rainy,Rough,10,Reckless Driving
30-12-2005,Morning,New York,Rainy,Rough,1,Weather Conditions
05-05-2018,Morning,North Carolina,Rainy,Rough,0,Weather Conditions
19-08-2012,Morning,Arizona,Foggy,Fine,6,Speeding
03-10-2004,Night,Nevada,Rainy,Rough,6,Driver Fatigue
03-08-2009,Afternoon,Alaska,Rainy,Under Construction,6,Driver Fatigue
16-02-2015,Morning,Illinois,Clear,Fine,7,Distracted Driving
10-01-2005,Afternoon,Illinois,Foggy,Fine,8,Drunk Driving
17-08-2005,Evening,South Carolina,Clear,Fine,2,Weather Conditions
24-06-2014,Morning,Arizona,Foggy,Fine,4,Drunk Driving
04-07-2006,Night,Wisconsin,Rainy,Under Construction,8,Driver Fatigue
11-02-2013,Evening,Virginia,Foggy,Rough,0,Poor Visibility
14-03-2021,Afternoon,South Carolina,Rainy,Rough,0,Poor Visibility
27-07-2008,Night,Louisiana,Rainy,Rough,0,Distracted Driving
22-01-2023,Night,Arizona,Clear,Rough,7,Drunk Driving
12-09-2023,Morning,Washington,Foggy,Rough,10,Driver Fatigue
20-12-2013,Night,Arizona,Clear,Under Construction,8,Poor Visibility
29-12-2011,Morning,South Carolina,Foggy,Under Construction,1,Drunk Driving
11-07-2014,Morning,Wyoming,Foggy,Rough,0,Mechanical Failure
29-01-2001,Morning,Illinois,Foggy,Under Construction,10,Driver Fatigue
18-07-2009,Afternoon,Wisconsin,Foggy,Rough,4,Driver Fatigue
15-05-2015,Evening,California,Rainy,Under Construction,7,Mechanical Failure
17-11-2012,Afternoon,Michigan,Rainy,Fine,9,Road Conditions
27-09-2015,Afternoon,California,Rainy,Rough,7,Distracted Driving
15-03-2003,Night,Illinois,Clear,Rough,6,Drunk Driving
18-12-2006,Afternoon,Nevada,Foggy,Fine,6,Driver Fatigue
07-02-2013,Afternoon,Minnesota,Foggy,Fine,9,Reckless Driving
05-11-2012,Afternoon,South Carolina,Clear,Under Construction,4,Drunk Driving
26-06-2020,Morning,Colorado,Clear,Fine,8,Speeding
29-08-2006,Night,Colorado,Rainy,Under Construction,8,Road Conditions
05-05-2022,Afternoon,Washington,Rainy,Under Construction,6,Road Conditions
03-01-2021,Morning,Colorado,Clear,Under Construction,2,Speeding
28-07-2020,Evening,Wisconsin,Rainy,Fine,2,Mechanical Failure
20-04-2008,Morning,Colorado,Clear,Under Construction,6,Road Conditions
24-12-2000,Evening,Washington,Clear,Fine,8,Speeding
06-02-2016,Night,Florida,Foggy,Fine,0,Reckless Driving
25-01-2010,Afternoon,Illinois,Rainy,Rough,8,Speeding
28-12-2010,Morning,Alaska,Clear,Rough,3,Speeding
18-09-2010,Evening,Nevada,Foggy,Fine,10,Reckless Driving
19-10-2015,Night,Vermont,Clear,Rough,4,Drunk Driving
14-07-2015,Night,New Jersey,Clear,Rough,0,Drunk Driving
16-08-2011,Afternoon,North Carolina,Rainy,Rough,10,Poor Visibility
23-10-2015,Night,Michigan,Rainy,Rough,7,Reckless Driving
10-07-2001,Night,Georgia,Foggy,Fine,10,Road Conditions
06-10-2000,Night,West Virginia,Foggy,Under Construction,1,Driver Fatigue
22-01-2016,Night,Montana,Rainy,Rough,4,Weather Conditions
06-04-2002,Afternoon,Alaska,Clear,Rough,4,Poor Visibility
23-04-2018,Evening,Washington,Foggy,Under Construction,2,Driver Fatigue
26-03-2013,Evening,Indiana,Foggy,Rough,1,Reckless Driving
07-01-2014,Morning,Iowa,Foggy,Rough,10,Driver Fatigue
24-12-2010,Afternoon,Indiana,Rainy,Under Construction,5,Poor Visibility
28-06-2009,Afternoon,Iowa,Clear,Rough,4,Weather Conditions
21-02-2010,Afternoon,Florida,Clear,Rough,1,Drunk Driving
06-07-2007,Night,Virginia,Clear,Under Construction,8,Distracted Driving
12-05-2017,Night,South Carolina,Rainy,Rough,6,Distracted Driving
17-08-2021,Afternoon,Georgia,Foggy,Rough,9,Speeding
31-07-2004,Afternoon,Michigan,Clear,Under Construction,1,Distracted Driving
10-02-2012,Night,Georgia,Foggy,Fine,3,Poor Visibility
30-06-2006,Evening,New Mexico,Foggy,Fine,3,Poor Visibility
19-08-2012,Evening,Virginia,Foggy,Fine,5,Drunk Driving
26-07-2011,Night,New York,Rainy,Fine,4,Speeding
22-07-2007,Morning,Arizona,Clear,Under Construction,5,Road Conditions
01-10-2007,Night,Florida,Foggy,Under Construction,10,Mechanical Failure
08-05-2005,Morning,Alaska,Rainy,Under Construction,9,Mechanical Failure
04-05-2014,Afternoon,South Carolina,Rainy,Under Construction,10,Drunk Driving
10-09-2023,Morning,Vermont,Rainy,Fine,0,Driver Fatigue
15-12-2008,Morning,Indiana,Foggy,Under Construction,0,Mechanical Failure
27-02-2003,Afternoon,Wyoming,Rainy,Rough,10,Distracted Driving
09-05-2007,Evening,Georgia,Rainy,Under Construction,0,Driver Fatigue
18-01-2001,Morning,Ohio,Clear,Under Construction,5,Speeding
23-04-2014,Night,South Carolina,Foggy,Fine,6,Weather Conditions
27-02-2015,Afternoon,Minnesota,Rainy,Fine,4,Drunk Driving
04-01-2019,Afternoon,Arizona,Rainy,Fine,2,Speeding
26-05-2013,Night,Indiana,Foggy,Rough,6,Drunk Driving
15-08-2010,Afternoon,West Virginia,Rainy,Rough,5,Speeding
30-07-2017,Evening,Colorado,Rainy,Rough,3,Distracted Driving
27-06-2022,Night,Michigan,Clear,Under Construction,1,Distracted Driving
03-12-2015,Afternoon,Michigan,Rainy,Under Construction,8,Mechanical Failure
02-07-2001,Afternoon,Arizona,Foggy,Rough,0,Driver Fatigue
04-06-2005,Evening,New Mexico,Clear,Fine,7,Weather Conditions
08-04-2018,Night,Florida,Rainy,Rough,0,Driver Fatigue
25-04-2012,Night,Louisiana,Rainy,Fine,9,Speeding
09-11-2009,Evening,New York,Foggy,Fine,2,Mechanical Failure
03-08-2008,Afternoon,Montana,Clear,Under Construction,9,Distracted Driving
22-05-2012,Afternoon,New Mexico,Foggy,Rough,4,Driver Fatigue
04-05-2002,Night,New Jersey,Rainy,Under Construction,10,Road Conditions
22-04-2015,Night,Texas,Rainy,Under Construction,4,Speeding
29-11-2014,Morning,Montana,Foggy,Fine,5,Driver Fatigue
19-07-2002,Morning,California,Clear,Rough,2,Driver Fatigue
14-11-2010,Afternoon,Alaska,Foggy,Fine,3,Distracted Driving
23-11-2013,Morning,New York,Rainy,Rough,0,Mechanical Failure
06-12-2016,Morning,Indiana,Rainy,Fine,9,Road Conditions
04-06-2021,Morning,Arizona,Rainy,Under Construction,10,Reckless Driving
30-10-2006,Evening,Georgia,Rainy,Fine,8,Drunk Driving
15-03-2021,Night,Georgia,Clear,Fine,4,Reckless Driving
27-04-2000,Night,Louisiana,Foggy,Under Construction,7,Distracted Driving
03-06-2017,Afternoon,Florida,Foggy,Under Construction,1,Reckless Driving
12-09-2000,Night,Pennsylvania,Foggy,Under Construction,3,Mechanical Failure
29-06-2003,Night,Texas,Foggy,Under Construction,4,Mechanical Failure
03-11-2008,Evening,Virginia,Rainy,Fine,4,Distracted Driving
08-02-2017,Evening,Georgia,Rainy,Under Construction,4,Drunk Driving
13-04-2018,Night,Louisiana,Foggy,Rough,10,Poor Visibility
29-08-2018,Night,Florida,Rainy,Rough,1,Road Conditions
19-01-2021,Night,West Virginia,Clear,Rough,10,Road Conditions
26-12-2004,Night,Arizona,Rainy,Under Construction,6,Weather Conditions
17-06-2008,Night,Illinois,Clear,Fine,6,Mechanical Failure
09-03-2022,Afternoon,Michigan,Foggy,Rough,0,Reckless Driving
23-01-2010,Night,Nevada,Clear,Fine,8,Drunk Driving
28-09-2012,Night,Iowa,Clear,Under Construction,5,Distracted Driving
25-08-2005,Night,Wyoming,Clear,Under Construction,3,Speeding
06-03-2010,Evening,Texas,Clear,Rough,8,Poor Visibility
19-02-2022,Night,Michigan,Foggy,Fine,0,Distracted Driving
16-12-2000,Afternoon,Louisiana,Rainy,Under Construction,4,Poor Visibility
20-06-2008,Evening,Pennsylvania,Rainy,Rough,3,Poor Visibility
08-08-2006,Morning,Michigan,Clear,Fine,10,Distracted Driving
09-04-2000,Night,Florida,Rainy,Fine,8,Speeding
26-07-2022,Morning,Montana,Foggy,Fine,0,Poor Visibility
12-09-2004,Morning,Montana,Foggy,Fine,3,Distracted Driving
02-09-2008,Night,Washington,Clear,Under Construction,0,Drunk Driving
03-04-2008,Afternoon,Texas,Rainy,Rough,0,Poor Visibility
08-04-2018,Night,Illinois,Rainy,Fine,6,Driver Fatigue
15-06-2000,Evening,Wyoming,Foggy,Fine,8,Weather Conditions
09-11-2005,Evening,West Virginia,Clear,Under Construction,9,Distracted Driving
22-03-2005,Evening,Wyoming,Rainy,Rough,1,Distracted Driving
07-11-2015,Morning,Colorado,Clear,Fine,8,Weather Conditions
01-06-2005,Afternoon,Indiana,Foggy,Fine,9,Poor Visibility
05-11-2008,Afternoon,Indiana,Rainy,Under Construction,0,Mechanical Failure
18-09-2007,Afternoon,Alaska,Rainy,Rough,6,Distracted Driving
09-09-2021,Morning,Vermont,Clear,Fine,3,Speeding
20-09-2002,Morning,Florida,Rainy,Fine,4,Road Conditions
12-10-2018,Afternoon,Vermont,Clear,Rough,6,Drunk Driving
